video_id,title,description,iframe,link
O2afN6p84bY,Circuitos Serie-Paralelo ❖ Ejemplo #7,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias y un transistor. Encontramos todos los voltajes en el transistor.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/O2afN6p84bY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/O2afN6p84bY
k19rVsz-WCA,Volumen de sólidos de áreas conocidas ❂ Ejemplo #1,"En este video explico como usar una sección de área conocida para encontrar el volumen de un solido usando la integral sobre esa área conocida.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/k19rVsz-WCA"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/k19rVsz-WCA
txX_bjprE_k,Circuitos Serie-Paralelo ❖ Ejemplo #6,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/txX_bjprE_k"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/txX_bjprE_k
N6ElxJ8fs7M,Circuitos Serie-Paralelo ❖ Ejemplo #5,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/N6ElxJ8fs7M"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/N6ElxJ8fs7M
6DYpb-FJ-FU,Circuitos Serie-Paralelo ❖ Ejemplo #4,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/6DYpb-FJ-FU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/6DYpb-FJ-FU
OklmAuRi2SQ,Circuitos Serie-Paralelo ❖ Ejemplo #3,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/OklmAuRi2SQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/OklmAuRi2SQ
I1VeWysrED0,Circuitos Serie-Paralelo ❖ Ejemplo #2,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/I1VeWysrED0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/I1VeWysrED0
Uitb0EHh2a0,Circuitos Serie-Paralelo ❖ Ejemplo #1,"En este video hago un ejemplo de como analizar un circuito que tiene resistencias en serie y en paralelo.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Uitb0EHh2a0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Uitb0EHh2a0
MP1KfHYgyv4,Divisor de corriente,"en este video explico comi es un divisor de corriente   
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/MP1KfHYgyv4"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/MP1KfHYgyv4
xKyL1OO47Ls,Demostración de limites por la definicion delta epsilon - Varios ejemplos,"En este video hago 5 ejemplos de como calcular limites usando la definición epsilon delta. Escogi funciones no lineales para ver ejemplos de como hacer este tipo de demostraciones.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/xKyL1OO47Ls"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/xKyL1OO47Ls
k3u9Yc3FXUg,Aplicación del divisor de voltaje - fotoresistor - Termistor,"En este video explico como conectar en fotoresistor y un termistor. Esto es una aplicación al video de divisor de voltaje.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/k3u9Yc3FXUg"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/k3u9Yc3FXUg
URLadxLnVZY,Divisor de voltaje,"En este video explico que es un circuito divisor de voltaje y como calcular esta división. Tambien hago 4 ejemplos.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/URLadxLnVZY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/URLadxLnVZY
w8xndy5F7_8,Sist Ecuas Dif lin 1er orden - Valores propios complejos (Parte 2/2),"Sistemas de Ecuaciones Diferenciales lineales homogéneas de primer orden con valores propios complejos.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/w8xndy5F7_8"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/w8xndy5F7_8
uqzpT81DKZY,Sist Ecuas Dif lin 1er orden - valores propios complejos (Parte 1/2),"Sistemas de Ecuaciones Diferenciales lineales homogéneas de primer orden con valores propios complejos.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/uqzpT81DKZY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/uqzpT81DKZY
FQI6O-SVKew,Ejemplos de derivada de funciones logaritmicas,"En este video hago varios ejemplos de como hacer derivadas de funciones logaritmicas.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/FQI6O-SVKew"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/FQI6O-SVKew
gE884bWxvUY,Ejemplos de derivadas de funciones trigonometricas inversas,"En este video hago ejemplos de como usar los teoremas de derivadas de funciones trigonométricas inversas.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/gE884bWxvUY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/gE884bWxvUY
5dE2Fa3mqWw,Demostracion de la derivada de funciones logaritmicas,"En este video demuestro cual es la derivada de una función logaritmica.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/5dE2Fa3mqWw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/5dE2Fa3mqWw
4kUN04pGE5o,Demostración de la Derivada de la secante inversa de x,"En este video hago la demostración de la derivada de la secante inversa.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/4kUN04pGE5o"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/4kUN04pGE5o
RzV8WVQSjJA,Demostracion de la derivada de la tangente inversa de x,"En este video hago la demostración de la derivada del tangente inversa de x.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/RzV8WVQSjJA"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/RzV8WVQSjJA
Si4E6VRz9h0,Demostración de la derivada del seno inverso,"En este video demuestro la derivada del seno inverso de x.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Si4E6VRz9h0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Si4E6VRz9h0
hR8Xw098rdc,Calculo de la resistencia para un LED,"En este video explico que es un LED Diodo Emisor de Luz. Tambien les enseño como calcular la resistencia que se le coloca en serie a un LED.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/hR8Xw098rdc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/hR8Xw098rdc
jgFAfjUnhEw,Derivada implícita,"En este video explico que es la derivada implícita y también hago 4 ejemplos.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/jgFAfjUnhEw"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/jgFAfjUnhEw
Q9VtQCY4CS0,Ejemplos derivada de un cociente,"===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Q9VtQCY4CS0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Q9VtQCY4CS0
65ohYrGSYlU,Derivada del cociente de funciones - demostración - Regla del cociente,"En este video demuestro el teorema de la derivada de un cociente de funciones.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/65ohYrGSYlU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/65ohYrGSYlU
IYhJHdZBTvU,Ejemplos de derivada de multiplicacion de funciones - regla del producto,"En este video resuelvo varios ejercicios usando la regla de derivación del producto de funciones.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/IYhJHdZBTvU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/IYhJHdZBTvU
FUKmKxpjWKQ,Demostracion de la derivada de una multiplicación de funciones - Regla del producto,"En este video demuestro el teorema de la derivada del producto de funciones.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/FUKmKxpjWKQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/FUKmKxpjWKQ
LAhsGyFujxc,Sist Ecuas Diferenciales lineales 1er orden - valores propios de multiplicidad 3,"Sistemas de Ecuaciones diferenciales lineales de primer orden con un valor propio de multiplicidad 3.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/LAhsGyFujxc"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/LAhsGyFujxc
7hHl0Dqg2zk,Sist Ecuas Diferenciales lin 1er orden - valores propios repetidos - Segunda solución,"Sistemas de Ecuaciones diferenciales lineales de primer orden con valores propios de multiplicidad dos. En este caso encontramos la segunda solución a partir de un solución conocida. 
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/7hHl0Dqg2zk"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/7hHl0Dqg2zk
Zzyh01ye1Pk,Sist Ecuas Diferenciales lineales 1er orden - valores propios repetidos,"Sistemas de Ecuaciones diferenciales lineales de primer orden con valores propios de multiplicidad dos con el rango de la matriz A de 2.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Zzyh01ye1Pk"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/Zzyh01ye1Pk
4q4ztHiL_cE,Derivada de una función vectorial,"En este video explico como calcular derivadas de funciones vectoriales

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/4q4ztHiL_cE"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/4q4ztHiL_cE
mspaFU3pOKI,Funciones Vectoriales,"En este video explico que son las funciones vectoriales y hago varios ejemplos.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/mspaFU3pOKI"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/mspaFU3pOKI
0l_yuSA6QPM,Derivada de una función exponencial,"En este video demuestro la derivada de la función exponencial (e^x)
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/0l_yuSA6QPM"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/0l_yuSA6QPM
6R_aS5lcZm4,Derivada de una suma y resta.  Derivada de una constante por una función,"En este video demuestro los siguientes teoremas,
➤ Derivada de una constante por una función
➤ Derivada de una suma
➤ Derivada de una resta
 También hago un ejemplo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/6R_aS5lcZm4"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/6R_aS5lcZm4
404DX3cnpaY,Resistencias en Paralelo - Circuitos en Paralelo,"En el siguiente explico las características de un circuito con resistencias en paralelo. Deduzco la formula para reducir un circuito que este en paralelo a un circuito que tiene solamante una resistencia, que le llamaremos resistencia equivalente. Tambien hago una simulación usando http://www.circuitlab.com
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/404DX3cnpaY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/404DX3cnpaY
b-E_FRZq_1U,Resistencias en Serie - Circuitos en Serie,"➤ Siguiente video: http://youtu.be/404DX3cnpaY  RESISTENCIAS EN PARALELO
En el siguiente explico las características de un circuito con resistencias en serie. Deduzco la formula para reducir un circuito que este en serie a un circuito que tiene solamante una resistencia, que le llamaremos resistencia equivalente. Tambien hago una simulación usando http://www.circuitlab.com
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/b-E_FRZq_1U"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/b-E_FRZq_1U
GicHvMzQHks,Sistemas Lineales de ED Homogéneos con coef. constantes de 1er orden - Valores propios distintos,"Sistemas de ecuaciones diferenciales lineales de primer orden con coeficientes constantes y valores propios diferentes.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/GicHvMzQHks"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/GicHvMzQHks
dtGjNp0WpOU,Demostración de la derivada de f(x)=x^n con n entero positivo.,"En este video hago la demostraccion de que la derivada de x^n es nx^(n-1) usando la definición de derivada. Esta demostración es validad solo para cuando n es un numero entero positivo.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/dtGjNp0WpOU"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/dtGjNp0WpOU
o0mZylmwuC0,Demostración de la derivada de f(x)=x,"En este video demuestro usando la definición de derivada que la derivada de x con respecto a x es 1.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/o0mZylmwuC0"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/o0mZylmwuC0
HXXJ8S1eg_A,Demostración de la derivada de una constante,"Es este video demuestro usando la definición de derivada que la derivada de una función constante es cero.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/HXXJ8S1eg_A"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/HXXJ8S1eg_A
1WvjpPNQH58,Teorema del Binomio de Newton,"===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1WvjpPNQH58"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/1WvjpPNQH58
mCQdNCquKsY,Ejemplos de derivada por definición,"En este video hago 4 ejemplos de como calcular la derivada usando la definición.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/mCQdNCquKsY"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/mCQdNCquKsY
zgx-DxFxYsg,Pendiente de la recta tangente - Derivada en un punto - Intro a derivada,"En este video explico como encontrar la pendiente de la recta tangente a una curva a partir de la pendiente de la recta secante a una curva. También doy la definición de deriva como una función.
===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/zgx-DxFxYsg"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/zgx-DxFxYsg
hKpIyllWHcQ,Ejemplos volumen por discos - Aplicaciones de la integral,"➤ Video Anterior: http://youtu.be/62BsIQjbkUo
➤ Ve todo el curso: http://bit.ly/calculo-integral

En este video hago dos ejemplos de calculo de volúmenes por el método de discos.

===Suscribete a nuestro canal en youtube===
http://www.youtube.com/chzelada

===Siguenos en Facebook===
http://www.facebook.com/wikimatematica
http://www.facebook.com/academatica

===Visitas nuestros sitios===
http://www.wikimatematica.org
http://www.academatica.com","
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/hKpIyllWHcQ"" 
frameborder=""0"" allow=""accelerometer; autoplay; 
encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>
",https://youtu.be/hKpIyllWHcQ
