Date,lat,lon,dep,yr,mag
1976-03-27,-38.735,78.103,22.9,1976,5.5
1976-03-27,-38.788,78.158,9.8,1976,5.9
1976-03-27,-30.621,-178.105,66.5,1976,5.8
1976-03-28,13.837,144.816,110.7,1976,5.5
1976-03-28,33.764,-38.618,27.6,1976,5.8
1976-03-29,3.908,-85.891,21.1,1976,6.6
1976-04-01,-12.942,166.618,91.3,1976,5.7
1976-04-02,36.007,141.624,37.6,1976,5.5
1976-04-02,-57.562,-25.798,63.1,1976,5.7
1976-04-05,-62.79,166.923,15,1976,5.6
1976-04-05,40.231,112.221,7.2,1976,5.5
1976-04-06,-3.865,152.008,4.8,1976,6.3
1976-04-08,40.351,63.737,6.5,1976,6.7
1976-04-08,40.22,63.8,5.3,1976,6
1976-04-09,0.847,-79.578,17.2,1976,6.7
1976-04-10,-17.751,-178.417,564.1,1976,6.3
1976-04-12,-32.894,-179.635,144.5,1976,5.5
1976-04-14,-51.944,139.704,15,1976,5.9
1976-04-18,-25.994,-68.827,106.3,1976,5.5
1976-04-19,40.322,143.328,22.7,1976,5.5
1976-04-20,53.62,-165.48,35,1976,5.5
1976-04-20,-7.196,155.106,46.4,1976,5.5
1976-04-24,34.164,141.795,23.4,1976,5.5
1976-04-25,-47.451,99.975,10,1976,5.8
1976-04-29,-28.188,-176.596,42,1976,6.1
1976-04-29,-62.913,167.653,13.2,1976,5.7
1976-04-29,40.94,42.872,6.5,1976,5.5
1976-05-02,-3.057,138.319,60.4,1976,5.5
1976-05-02,-5.94,146.392,57.5,1976,5.5
1976-05-02,-5.231,150.718,186.3,1976,5.5
1976-05-04,8.151,-38.192,13.3,1976,5.5
1976-05-04,-21.698,-174.875,2.6,1976,5.5
1976-05-04,-44.733,167.664,31.2,1976,6.5
1976-05-04,-23.618,-175.56,54.2,1976,5.8
1976-05-05,-29.845,-177.639,58.5,1976,7.1
1976-05-06,46.387,13.271,17.6,1976,6.5
1976-05-07,-28.01,-71.195,1.1,1976,5.5
1976-05-09,-7.447,154.732,12.6,1976,5.9
1976-05-09,-7.424,154.729,33.7,1976,5.5
1976-05-11,-7.581,154.658,15.1,1976,5.9
1976-05-11,-7.626,154.801,20.2,1976,5.6
1976-05-11,-51.53,139.592,15,1976,5.7
1976-05-11,-51.677,139.655,4.5,1976,6.3
1976-05-11,37.411,20.415,9.9,1976,6.4
1976-05-14,10.734,-43.516,16.6,1976,5.7
1976-05-14,-6.363,150.387,43.9,1976,5.6
1976-05-15,-11.659,-74.418,17,1976,6.8
1976-05-17,40.375,63.437,15.4,1976,6.7
1976-05-18,-16.945,-72.562,64.4,1976,5.5
1976-05-18,-60.453,154.368,10,1976,6.3
1976-05-19,4.455,-75.779,168.3,1976,5.8
1976-05-19,-31.118,-177.602,37.6,1976,6
1976-05-20,-15.997,-174.981,280.6,1976,5.5
1976-05-21,3.712,125.093,181.6,1976,5.8
1976-05-21,-5.873,145.918,111.3,1976,5.8
1976-05-21,31.094,141.743,23.7,1976,5.5
1976-05-22,-5.587,154.319,93.7,1976,6
1976-05-22,-31.275,-177.598,19.4,1976,5.8
1976-05-22,-5.612,148.351,165.3,1976,5.9
1976-05-23,-4.986,153.708,109.6,1976,5.9
1976-05-23,-10.574,-78.323,73.2,1976,5.8
1976-05-24,-31.264,-177.541,36.2,1976,5.7
1976-05-24,11.512,-86.896,46.1,1976,5.7
1976-05-24,31.328,141.706,54,1976,5.7
1976-05-29,24.509,98.913,5.8,1976,6.7
1976-05-29,24.52,98.502,7.8,1976,6.7
1976-05-30,-1.009,127.027,20.5,1976,5.5
1976-05-30,-41.601,-75.44,26.5,1976,6
1976-05-31,24.348,98.623,10.2,1976,6
1976-05-31,24.261,98.63,6.6,1976,5.5
1976-06-01,16.913,147.529,51.1,1976,5.5
1976-06-02,-62.77,-160.101,15,1976,5.8
1976-06-03,-26.578,178.407,619.6,1976,5.6
1976-06-03,-5.093,153.58,79.2,1976,7.2
1976-06-04,38.368,142.721,27.8,1976,5.6
1976-06-05,-10.074,161.049,86.7,1976,6.2
1976-06-05,-7.426,154.799,32.5,1976,5.8
1976-06-06,-10.065,161.065,68.3,1976,5.6
1976-06-07,14.107,124.869,12.8,1976,6.6
1976-06-07,17.378,-100.691,56.3,1976,6.4
1976-06-08,-16.223,167.325,12.8,1976,5.6
1976-06-09,24.941,98.749,4.1,1976,5.9
1976-06-09,-4.786,125.592,4.9,1976,5.6
1976-06-09,-6.461,151.449,37.3,1976,5.5
1976-06-11,-10.075,161.134,58.4,1976,5.5
1976-06-13,-0.153,125.03,55.8,1976,5.7
1976-06-13,-15.253,-75.377,24.3,1976,5.6
1976-06-15,0.535,134.744,17.4,1976,6.4
1976-06-15,-1.461,-14.076,13.4,1976,5.6
1976-06-18,-24.812,-175.303,19.2,1976,5.6
1976-06-18,-15.328,-75.479,23.1,1976,5.5
1976-06-19,-17.941,65.347,12.1,1976,6.4
1976-06-20,24.821,125.955,50.7,1976,5.8
1976-06-20,3.437,96.254,15.3,1976,7
1976-06-23,0.563,134.849,16.2,1976,5.7
1976-06-25,-4.524,140.104,2.8,1976,7.2
1976-06-25,-4.338,139.93,49.3,1976,5.8
1976-06-25,-4.409,140.042,18.8,1976,5.5
1976-06-26,3.752,126.695,7.2,1976,6.5
1976-06-27,-4.512,140.258,15.8,1976,5.6
1976-06-29,-33.771,-177.818,57.2,1976,6.1
1976-07-01,-29.559,25.112,2.1,1976,5.6
1976-07-05,-49.94,-115.076,10,1976,5.7
1976-07-10,47.319,145.764,415.3,1976,6
1976-07-11,7.49,-78.247,5.9,1976,6.8
1976-07-11,7.373,-78.118,31.7,1976,5.6
1976-07-11,7.374,-78.07,17.2,1976,7.3
1976-07-14,7.402,-78.018,22.4,1976,5.6
1976-07-14,-8.228,114.773,25.7,1976,6.5
1976-07-14,-8.161,114.737,16.3,1976,5.5
1976-07-17,5.757,-82.7,12.8,1976,5.5
1976-07-17,-4.5,139.994,15.7,1976,5.5
1976-07-17,-4.182,152.799,62.6,1976,6.6
1976-07-20,-21.797,-113.297,15.2,1976,5.8
1976-07-20,-4.677,101.785,36.8,1976,5.8
1976-07-21,24.753,98.644,4,1976,6.1
1976-07-22,-6.811,129.432,169.2,1976,5.5
1976-07-23,-3.371,148.739,15,1976,5.9
1976-07-23,-29.11,-113.45,10,1976,5.6
1976-07-24,-59.041,-25.599,38.6,1976,5.5
1976-07-26,4.94,118.255,8.6,1976,6.2
1976-07-27,39.605,117.889,16.9,1976,7.6
1976-07-28,39.722,118.36,17.9,1976,7
1976-07-28,-20.192,170.124,8.3,1976,6.3
1976-07-28,-20.329,170.043,38.2,1976,5.6
1976-07-28,39.401,72.76,29.4,1976,5.8
1976-07-28,43.272,45.654,14.7,1976,6.2
1976-07-31,-30.311,-177.807,51.5,1976,6.4
1976-08-02,-20.627,169.42,60.6,1976,6.9
1976-08-05,7.021,94.286,115.1,1976,5.7
1976-08-09,-20.861,-174.944,46.9,1976,5.6
1976-08-10,2.163,-78.961,31.9,1976,5.6
1976-08-12,3.544,124.238,351.8,1976,6.3
1976-08-12,26.644,96.967,46.5,1976,5.7
1976-08-16,32.75,104.089,11,1976,6.7
1976-08-16,6.292,124.091,58.5,1976,8
1976-08-16,7.165,123.596,89.5,1976,5.8
1976-08-16,7.032,123.663,43.6,1976,5.5
1976-08-17,10.122,125.885,32.5,1976,5.9
1976-08-17,7.259,122.959,20.4,1976,7.1
1976-08-17,7.309,123.319,41.6,1976,5.6
1976-08-18,6.452,124,55.3,1976,5.6
1976-08-18,6.874,123.639,62.7,1976,5.6
1976-08-19,-30.325,-177.44,23.7,1976,5.8
1976-08-20,-20.349,-69.782,76,1976,5.6
1976-08-21,-6.796,129.583,177.2,1976,6.3
1976-08-21,32.563,104.225,21.9,1976,6.2
1976-08-22,60.125,-153.315,142,1976,5.5
1976-08-22,-14.012,171.04,24.8,1976,5.9
1976-08-23,32.483,104.183,6.6,1976,6.4
1976-08-23,6.527,124.053,61.1,1976,5.9
1976-08-25,13.093,124.46,60.7,1976,5.7
1976-08-29,-29.806,-111.834,26.9,1976,5.6
1976-08-30,1.123,147.648,9.9,1976,5.9
1976-08-31,-56.334,-26.301,44.7,1976,5.9
1976-08-31,-28.303,-176.498,30.1,1976,5.9
1976-09-01,-20.349,169.456,79.4,1976,5.6
1976-09-04,-10.25,161.198,66.6,1976,5.5
1976-09-07,-14.933,167.358,111.5,1976,5.6
1976-09-08,-0.097,124.753,51.3,1976,5.6
1976-09-08,-12.336,166.758,79.2,1976,5.6
1976-09-10,7.631,123.752,57.2,1976,5.6
1976-09-11,46.339,13.182,4.2,1976,5.5
1976-09-14,-26.488,-115.041,10,1976,5.7
1976-09-14,-3.703,138.108,93.7,1976,5.7
1976-09-15,46.314,13.205,1,1976,5.8
1976-09-15,46.355,13.086,9.5,1976,5.9
1976-09-16,84.299,0.813,4.8,1976,5.5
1976-09-16,84.169,0.324,7.5,1976,5.5
1976-09-16,-9.2,148.166,27.7,1976,5.9
1976-09-19,-11.052,32.902,23.1,1976,5.7
1976-09-19,18.2,-100.509,78.1,1976,5.5
1976-09-22,44.844,149.223,60,1976,5.8
1976-09-22,40.058,106.3,27.4,1976,5.7
1976-09-29,6.925,124.02,46.2,1976,5.5
1976-09-30,-30.267,-177.632,44,1976,6.6
1976-10-01,-30.248,-177.328,44.1,1976,6
1976-10-01,-58.379,-25.09,6.4,1976,5.6
1976-10-02,-34.992,-179.315,36,1976,5.5
1976-10-03,-7.008,155.674,73.7,1976,5.5
1976-10-04,-30.485,-177.384,18.9,1976,5.5
1976-10-04,20.418,-99.166,4.9,1976,5.5
1976-10-05,-30.379,-177.223,23.6,1976,5.5
1976-10-05,-6.41,153.013,15.6,1976,6.3
1976-10-06,-0.723,-78.732,4.1,1976,5.7
1976-10-06,37.117,141.278,79.9,1976,5.5
1976-10-08,18.997,121.269,56.7,1976,5.6
1976-10-12,-10.449,161.366,105.1,1976,5.8
1976-10-18,-33.109,-178.582,34.9,1976,5.7
1976-10-21,52.22,-169.385,29.9,1976,5.5
1976-10-23,-4.502,153.47,102.3,1976,5.6
1976-10-26,6.283,126.231,77.4,1976,5.6
1976-10-29,-4.476,139.988,15,1976,6.8
1976-10-30,3.573,96.3,15.8,1976,5.6
1976-10-31,-6.029,148.507,68.2,1976,5.5
1976-11-01,-6.024,149.533,59,1976,5.8
1976-11-02,-29.351,77.596,27.9,1976,6.6
1976-11-02,-29.237,77.74,21.6,1976,5.6
1976-11-02,26.773,125.269,222.4,1976,5.5
1976-11-06,27.63,101.002,8.8,1976,6.3
1976-11-07,33.82,59.184,6.2,1976,5.8
1976-11-07,33.208,47.901,60.8,1976,5.5
1976-11-07,8.504,126.369,68.2,1976,6.8
1976-11-07,6.959,123.876,50.1,1976,5.8
1976-11-08,38.135,142.253,44.3,1976,6.2
1976-11-09,-19.324,-173.282,3.6,1976,5.7
1976-11-11,4.969,-78.135,32.7,1976,5.5
1976-11-12,72.351,-70.377,21,1976,5.8
1976-11-14,-57.411,-26.032,84.7,1976,5.5
1976-11-15,39.474,117.742,23.2,1976,6.3
1976-11-16,-41.565,80.101,5,1976,6.1
1976-11-18,-8.785,157.027,14.4,1976,6.4
1976-11-18,-4.194,135.117,3.6,1976,6.5
1976-11-21,3.742,128.141,72.1,1976,5.6
1976-11-22,-38.49,78.635,10,1976,5.6
1976-11-24,39.083,44.03,9.2,1976,7
1976-11-24,39.096,44.156,65.8,1976,5.5
1976-11-24,51.94,161.456,14.3,1976,5.5
1976-11-25,-19.547,-177.65,443.1,1976,6.5
1976-11-25,-38.779,-91.652,5.9,1976,5.5
1976-11-26,41.317,-125.771,0.3,1976,6.7
1976-11-27,36.493,71.057,188.2,1976,5.7
1976-11-30,-20.548,-68.874,74.4,1976,7.6
1976-12-01,9.778,-84.755,43.5,1976,5.8
1976-12-04,-20.475,-68.807,100.8,1976,5.5
1976-12-04,-56.868,147.494,8.4,1976,5.5
1976-12-06,-34.493,-112.147,14.8,1976,5.5
1976-12-07,-19.013,-176.554,21.5,1976,5.9
1976-12-07,32.008,-114.935,7.4,1976,5.7
1976-12-09,44.37,-130.224,7.2,1976,5.5
1976-12-09,-5.97,152.009,39,1976,5.6
1976-12-10,14.011,124.877,16.7,1976,5.5
1976-12-11,7.61,93.818,19.3,1976,5.9
1976-12-12,28.044,139.646,504.2,1976,6.4
1976-12-13,27.359,100.995,7.6,1976,5.9
1976-12-14,28.291,130.666,28.4,1976,6.4
1976-12-14,28.265,130.628,21,1976,5.5
1976-12-15,-17.337,-173.842,79.8,1976,5.5
1976-12-15,-8.278,119.487,171.9,1976,5.5
1976-12-20,48.79,-129.24,19.6,1976,6.7
1976-12-20,0.5,126.04,40.3,1976,5.7
1976-12-22,23.383,143.783,30.1,1976,5.6
1976-12-23,41.732,-126.108,2.2,1976,5.5
1976-12-24,-45.661,-75.549,15.5,1976,5.6
1976-12-26,-40.549,-16.721,10.5,1976,5.8
1976-12-28,-21.244,-68.653,108.8,1976,5.7
1977-01-01,-7.928,108.909,110,1977,5.7
1977-01-01,-2.507,126.593,8.9,1977,6.3
1977-01-01,38.19,91.016,4.9,1977,5.9
1977-01-02,-10.085,119.008,1.6,1977,6.2
1977-01-05,23.373,143.833,35.4,1977,5.6
1977-01-06,-3.588,144.499,15,1977,6.8
1977-01-06,51.445,-175.507,40.6,1977,5.6
1977-01-08,-11.35,166.281,50.1,1977,5.8
1977-01-08,-3.636,140.221,57.3,1977,5.5
1977-01-12,1.554,99.758,179.4,1977,5.7
1977-01-15,13.007,125.827,41.7,1977,5.6
1977-01-17,26.692,142.725,24.8,1977,5.6
1977-01-17,-14.824,-177.169,9.7,1977,5.7
1977-01-17,-24.911,-68.653,100,1977,6.9
1977-01-17,-5.794,133.735,26.5,1977,5.6
1977-01-18,-41.748,174.383,40.5,1977,6
1977-01-19,37.029,95.757,15.7,1977,5.7
1977-01-19,5.078,126.532,44,1977,6.1
1977-01-21,-18.074,-178.318,602.5,1977,5.9
1977-01-23,-13.399,166.572,55.3,1977,5.7
1977-01-25,-1.817,134.365,45.8,1977,5.5
1977-01-25,-10.948,164.764,35.5,1977,5.6
1977-01-27,-6.478,152.881,35,1977,5.5
1977-01-28,-17.453,168.763,22.7,1977,5.6
1977-01-31,40.087,70.866,24.4,1977,5.9
1977-02-04,-24.727,-63.48,576.9,1977,6.7
1977-02-05,-66.486,-82.449,29.5,1977,6.2
1977-02-06,-21.781,-175.195,58.5,1977,5.7
1977-02-10,-21.879,170.069,45,1977,5.6
1977-02-10,-60.952,-23.104,14.4,1977,6.1
1977-02-13,-0.106,125.023,47.8,1977,5.8
1977-02-16,0.515,125.996,47,1977,5.9
1977-02-18,41.541,142.063,39.1,1977,5.8
1977-02-18,33.131,140.927,58,1977,6.1
1977-02-19,33.154,140.914,52.4,1977,5.6
1977-02-19,-41.2,80.544,9.9,1977,5.9
1977-02-19,53.546,169.949,13.2,1977,6.8
1977-02-24,-11.678,-13.556,4.4,1977,5.5
1977-02-25,-6.306,147.617,59.2,1977,5.5
1977-02-25,-6.261,147.567,58.9,1977,6
1977-03-02,6.703,123.687,54.7,1977,6.3
1977-03-04,45.777,26.704,88.6,1977,7.5
1977-03-04,-1.775,138.777,56.8,1977,5.6
1977-03-07,1.959,123.072,49.5,1977,5.5
1977-03-08,-8.384,156.408,15,1977,5.7
1977-03-08,0.502,99.772,13.8,1977,6
1977-03-09,41.604,131.058,568.7,1977,6.9
1977-03-12,23.751,-45.167,14.8,1977,5.7
1977-03-13,-8.039,-74.35,159.1,1977,5.8
1977-03-14,-20.776,-178.452,586,1977,5.5
1977-03-15,-4.974,131.034,72.3,1977,6.1
1977-03-15,-6.773,155.039,43.1,1977,5.9
1977-03-18,16.749,122.273,42.5,1977,7.3
1977-03-19,16.874,122.346,41.2,1977,6
1977-03-21,13.215,145.38,11.8,1977,5.5
1977-03-21,27.6,56.356,31.8,1977,6.7
1977-03-21,27.607,56.467,26.7,1977,6
1977-03-22,-33.797,179.174,303.6,1977,5.8
1977-03-22,27.601,56.419,15.5,1977,5.8
1977-03-23,-14.712,-177.886,9.7,1977,6.2
1977-03-23,27.693,56.48,52.2,1977,5.5
1977-03-23,-14.595,-177.861,11.9,1977,6
1977-03-24,-6.867,130.085,80.2,1977,5.6
1977-03-26,52.288,-168.228,22.4,1977,6
1977-03-26,-1.046,-13.475,14.5,1977,5.5
1977-03-28,-14.725,167.192,111,1977,6
1977-04-01,27.556,56.285,4.7,1977,5.8
1977-04-02,-2.155,125.334,17.7,1977,5.7
1977-04-02,-16.772,-171.942,16,1977,7.3
1977-04-04,7.334,-34.878,12.7,1977,6
1977-04-05,12.031,144.287,21.5,1977,5.7
1977-04-06,31.955,50.65,10.9,1977,5.9
1977-04-09,-10.06,-71.187,563.7,1977,6
1977-04-13,36.431,70.827,200.6,1977,5.5
1977-04-19,-5.632,125.307,538,1977,5.5
1977-04-20,30.624,137.576,495.4,1977,5.5
1977-04-20,-9.846,160.469,47.8,1977,6.8
1977-04-20,-9.911,160.586,41,1977,5.9
1977-04-20,-9.902,160.455,39.4,1977,7.3
1977-04-20,-9.571,160.652,16.4,1977,7.1
1977-04-20,-9.904,160.326,78.8,1977,5.5
1977-04-21,-9.781,160.251,52.1,1977,6
1977-04-21,-9.811,159.725,107.3,1977,5.6
1977-04-21,-9.847,160.257,49.2,1977,5.6
1977-04-21,26.832,142.549,51.6,1977,6.2
1977-04-21,-10.007,160.811,43.4,1977,7.4
1977-04-21,-10.226,160.783,65.3,1977,5.8
1977-04-21,-10.275,160.755,58.3,1977,6
1977-04-21,-10.25,160.704,55.3,1977,5.6
1977-04-22,-10.142,160.744,10,1977,5.8
1977-05-02,7.182,123.26,40.4,1977,5.7
1977-05-07,-25.733,-179.991,457.8,1977,5.5
1977-05-12,39.276,117.734,21,1977,5.5
1977-05-12,21.702,92.938,39.8,1977,5.8
1977-05-12,16.035,121.004,16.4,1977,5.6
1977-05-13,28.426,139.563,444.7,1977,6.5
1977-05-14,1.44,-85.32,30.4,1977,5.8
1977-05-14,1.612,-85.297,43.8,1977,5.5
1977-05-21,15.649,120.813,191.9,1977,6
1977-05-24,18.815,145.446,215.6,1977,6.3
1977-05-25,-17.872,-178.574,575.8,1977,5.5
1977-05-25,4.22,95.701,56.7,1977,6.3
1977-05-28,-1.853,120.425,49.2,1977,6
1977-05-30,52.384,-169.703,47,1977,6.3
1977-06-03,36.375,70.76,207.5,1977,6
1977-06-05,-23.926,-70.298,35.3,1977,5.7
1977-06-05,32.614,48.082,10.1,1977,6
1977-06-08,38.579,141.526,72.3,1977,5.6
1977-06-13,-18.549,-174.008,38,1977,5.5
1977-06-13,13.333,124.619,38.1,1977,5.8
1977-06-14,-14.128,-14.49,8.1,1977,5.6
1977-06-17,-19.873,-179.02,681.9,1977,6.1
1977-06-18,-20.979,-68.456,124.9,1977,5.6
1977-06-18,-9.721,159.739,25.5,1977,6
1977-06-19,4.657,124.973,278.6,1977,5.7
1977-06-19,47.158,151.056,154.4,1977,5.6
1977-06-22,-22.908,-175.749,64.2,1977,8.1
1977-06-24,-22.989,-175.877,86.5,1977,5.5
1977-06-28,22.641,-45.132,5,1977,5.6
1977-06-28,22.612,-45.093,8.1,1977,5.8
1977-06-29,-7.698,127.727,110.2,1977,6.1
1977-06-30,-19.528,-69.58,100.5,1977,5.5
1977-07-02,-9.91,160.57,12,1977,6
1977-07-03,1.403,126.32,49.8,1977,6.2
1977-07-06,5.269,-82.685,10.5,1977,5.7
1977-07-06,-21.063,-178.538,606.6,1977,6.1
1977-07-09,5.097,127.356,125.1,1977,5.5
1977-07-10,-56.126,-27.702,115.2,1977,5.9
1977-07-10,-19.148,168.472,37.6,1977,5.6
1977-07-10,-21.799,-179.221,593.4,1977,5.5
1977-07-10,-21.851,-179.164,595.4,1977,5.6
1977-07-15,24.117,122.188,45.1,1977,5.6
1977-07-15,-29.466,-112.425,13.8,1977,5.5
1977-07-16,-27.567,-176.631,71.7,1977,5.5
1977-07-21,-53.971,158.765,23.4,1977,6.9
1977-07-21,-53.729,159.461,6.4,1977,5.5
1977-07-21,16.887,122.376,36.1,1977,6.9
1977-07-22,-33.742,-179.589,72.2,1977,6
1977-07-24,-15.312,-173.06,15,1977,6.3
1977-07-24,19.489,144.754,416.4,1977,5.7
1977-07-28,-1.246,-14.029,16.8,1977,5.7
1977-07-28,44.164,-129.156,2.8,1977,5.5
1977-07-29,-8.038,155.584,1.5,1977,7.2
1977-08-04,-56.1,-27.835,108.4,1977,5.8
1977-08-07,-12.385,166.388,62.7,1977,5.5
1977-08-07,8.49,-82.786,25,1977,5.9
1977-08-08,-10.569,161.347,55.3,1977,5.5
1977-08-10,-20.772,-178.392,579.9,1977,5.7
1977-08-11,-17.673,-174.288,118.6,1977,6.7
1977-08-12,-6.561,155.056,68.9,1977,5.5
1977-08-14,-22.769,-12.792,10,1977,5.7
1977-08-14,-7.844,107.521,54,1977,6
1977-08-19,-11.18,118.369,28.4,1977,5.5
1977-08-19,-11.125,118.38,20.9,1977,8.3
1977-08-19,-10.886,118.468,45.1,1977,5.9
1977-08-19,-10.885,119.072,9.6,1977,5.7
1977-08-19,-10.944,119.112,17,1977,5.7
1977-08-19,-10.885,119.126,19.1,1977,5.6
1977-08-20,16.659,-86.799,10,1977,6
1977-08-20,16.721,-86.636,30.6,1977,6.3
1977-08-20,-10.959,119.005,36.2,1977,5.6
1977-08-20,-11.227,118.192,12.7,1977,6
1977-08-20,-11.169,119.018,15,1977,6.3
1977-08-20,-11.11,118.986,3.2,1977,6.6
1977-08-21,-11.211,118.888,21.6,1977,5.5
1977-08-21,-11.158,119.1,15.1,1977,5.6
1977-08-24,-11.4,118.007,34.1,1977,5.5
1977-08-25,-10.891,119.216,26.4,1977,6.3
1977-08-25,-10.98,119.329,41.8,1977,5.6
1977-08-25,-10.913,119.274,7.7,1977,5.5
1977-08-26,-10.86,119.216,17.5,1977,5.9
1977-08-26,-59.566,-20.512,11.6,1977,7.2
1977-08-27,-8.137,125.326,44.4,1977,7.1
1977-08-27,-4.31,139.534,50,1977,5.5
1977-08-28,-29.053,-177.099,49.1,1977,5.6
1977-08-28,-1.063,146.244,6.3,1977,5.6
1977-08-29,-59.577,-21.251,19.7,1977,5.6
1977-08-29,17.467,119.829,30.7,1977,6.2
1977-08-31,7.352,-76.159,21.1,1977,6.5
1977-09-02,-11.054,119.02,14.2,1977,6.1
1977-09-04,-13.728,166.834,47.4,1977,6.6
1977-09-04,51.115,178.38,11.8,1977,6.6
1977-09-04,33.397,140.702,36.7,1977,5.5
1977-09-04,51.096,178.274,27.3,1977,6.8
1977-09-04,51.102,177.945,16,1977,6.7
1977-09-04,51.127,178.258,9.3,1977,5.6
1977-09-06,-6.05,143.168,2.8,1977,5.5
1977-09-09,-11.249,119.345,14.6,1977,5.5
1977-09-11,-15.46,-173.031,39.7,1977,5.5
1977-09-11,34.947,23.083,21.3,1977,5.6
1977-09-13,-15.47,-173.209,12.5,1977,6
1977-09-14,-56.43,-25.748,40.1,1977,6
1977-09-17,11.832,143.21,14.7,1977,6.2
1977-09-17,-56.495,-25.841,94.2,1977,5.6
1977-09-17,-56.397,-25.83,35.4,1977,5.5
1977-09-19,-1.936,126.614,30.3,1977,6.2
1977-09-21,19.99,-109.178,10,1977,5.6
1977-09-21,51.711,155.188,235,1977,6.3
1977-09-23,-11.32,118.125,37.1,1977,5.6
1977-09-26,-60.064,150.577,10,1977,6
1977-09-30,11.204,-85.882,70.7,1977,5.6
1977-09-30,-16.04,-172.792,7.7,1977,5.8
1977-10-02,11.619,121.594,18.8,1977,5.7
1977-10-05,41.001,33.581,7.6,1977,5.6
1977-10-05,-18.582,-177.679,576.5,1977,5.5
1977-10-07,-9.99,117.254,10.7,1977,5.9
1977-10-07,-9.934,117.228,15,1977,6.4
1977-10-07,-9.941,117.219,15.2,1977,5.9
1977-10-07,-9.786,117.181,18.1,1977,5.9
1977-10-07,-9.936,117.234,24.5,1977,5.7
1977-10-07,-9.973,117.17,8.6,1977,5.7
1977-10-08,13.276,124.359,29.4,1977,5.8
1977-10-10,-25.848,-175.284,8.3,1977,7.3
1977-10-13,-54.527,144.113,14.1,1977,5.6
1977-10-14,-15.758,-172.969,9,1977,6
1977-10-14,-15.36,167.509,129.5,1977,5.5
1977-10-14,-39.734,-15.989,35,1977,5.5
1977-10-15,0.443,126.589,71.9,1977,5.5
1977-10-16,47.13,153.851,27.9,1977,5.7
1977-10-16,-9.772,117.032,8.6,1977,6.2
1977-10-17,-27.991,173.211,32.3,1977,7
1977-10-20,47.191,154.047,27.5,1977,5.5
1977-10-20,2.422,128.456,68.3,1977,5.5
1977-10-22,-28.006,-62.932,618.4,1977,6.8
1977-10-23,-21.494,170.36,92,1977,5.6
1977-10-27,-55.269,-128.988,10,1977,5.5
1977-10-29,-6.203,146.645,109.8,1977,6
1977-10-30,-20.352,-178.521,602.4,1977,5.6
1977-10-30,-14.864,167.019,107.6,1977,6.1
1977-11-02,-49.542,-116.388,10,1977,5.6
1977-11-04,51.646,-175.992,44.9,1977,6.8
1977-11-04,51.501,-175.632,42.5,1977,5.7
1977-11-05,16.917,147.438,39.8,1977,5.6
1977-11-05,51.596,-175.624,45.9,1977,5.9
1977-11-07,-7.162,156.116,71.8,1977,5.5
1977-11-18,32.611,88.397,7.5,1977,6.4
1977-11-18,-4.393,101.973,44.7,1977,6
1977-11-21,29.156,-113.038,3.2,1977,5.9
1977-11-21,6.812,123.529,605.8,1977,5.7
1977-11-22,-10.195,161.158,90.4,1977,6.3
1977-11-23,-31.08,-67.778,17.1,1977,7.5
1977-11-23,-31.061,-67.612,20,1977,6
1977-11-23,-31.085,-67.866,9,1977,5.5
1977-11-23,-31.162,-67.733,15,1977,5.6
1977-11-23,52.169,-171.55,35,1977,5.8
1977-11-24,-31.574,-67.718,29.4,1977,5.8
1977-11-24,-31.571,-67.782,11.8,1977,6
1977-11-24,-31.599,-67.715,16.5,1977,6.3
1977-11-27,11.835,125.519,27,1977,5.9
1977-11-27,46.398,153.269,24.8,1977,5.9
1977-11-27,-0.88,120.558,35,1977,5.7
1977-11-27,-20.479,-178.36,557.7,1977,5.6
1977-11-27,-41.477,-90.475,10,1977,5.5
1977-11-28,-31.474,-67.391,9,1977,6.1
1977-11-30,-20.641,-178.358,556.4,1977,5.6
1977-12-02,-5,145.08,56.3,1977,5.9
1977-12-03,3.517,95.889,49.7,1977,5.9
1977-12-04,-23.852,-175.942,57.6,1977,6.1
1977-12-05,-23.807,-175.837,21,1977,5.8
1977-12-05,-31.043,-67.935,30.1,1977,5.5
1977-12-06,-31.259,-67.867,21.5,1977,5.7
1977-12-06,-11.325,118.139,20.5,1977,5.8
1977-12-08,-24.013,-175.565,2.5,1977,5.9
1977-12-10,47.649,152.864,126.1,1977,5.6
1977-12-13,17.32,-54.834,20.6,1977,6.4
1977-12-14,10.03,125.271,220.8,1977,5.6
1977-12-17,52.228,-170.094,22,1977,5.6
1977-12-18,39.854,77.284,16.6,1977,5.7
1977-12-19,30.914,56.414,13.7,1977,5.7
1977-12-20,48.591,153.005,151.2,1977,5.5
1977-12-21,25.562,143.183,55.7,1977,6.6
1977-12-21,-31.605,-67.646,2.6,1977,5.7
1977-12-22,-27.46,-178.263,45.8,1977,5.5
1977-12-22,29.575,127.726,19.8,1977,5.8
1977-12-22,-34.494,55.102,6.2,1977,5.5
1977-12-23,39.186,143.251,29.1,1977,6
1977-12-23,39.199,143.124,32.4,1977,6
1977-12-28,16.584,40.266,10,1977,6.6
1977-12-29,28.552,138.47,543.2,1977,5.5
1977-12-30,-5.087,151.766,75.4,1977,5.7
1977-12-30,40,15.464,278.5,1977,5.7
1977-12-31,-15.411,-71.662,143.7,1977,6.1
